170.839996,171.212006,168.600494,169.201004,169.201004,35754000
169.699997,170.888000,168.524002,168.644501,168.644501,37584000
168.955994,169.350006,166.558502,166.716995,166.716995,47830000
167.550003,170.703506,166.160507,170.404495,170.404495,63520000
170.438004,171.399994,166.349503,167.522003,167.522003,70726000
166.882996,167.126495,164.356995,164.356995,164.356995,64302000
163.450500,164.800003,161.936996,163.253998,163.253998,51958000
163.839005,165.243500,162.031006,162.554001,162.554001,46606000
160.585495,161.661499,156.304504,161.485992,161.485992,87798000
161.500000,166.350006,160.701508,165.362000,165.362000,62806000
166.574997,166.878006,164.417007,165.207001,165.207001,50030000
165.250504,166.221497,161.091003,161.214005,161.214005,52188000
160.149994,162.250000,159.800507,162.138000,162.138000,45974000
159.104996,159.734497,157.664505,158.917496,158.917496,67292000
158.761993,159.250000,156.250000,156.298996,156.298996,53242000
156.766006,158.000000,151.350998,151.667496,151.667496,71974000
149.949997,150.899994,142.070496,142.643005,142.643005,163972000
139.000000,144.945007,135.352005,144.544006,144.544006,155624000
142.242493,143.600006,138.145004,139.985992,139.985992,90824000
144.750000,145.184998,137.318497,138.872498,138.872498,95602000
140.800003,144.243500,139.350006,139.637497,139.637497,77516000
140.860504,143.998001,137.929504,143.977997,143.977997,74392000
144.750000,150.360504,144.300507,149.573502,149.573502,78308000
150.000000,151.707993,147.627502,151.193497,151.193497,59220000
155.050507,155.074997,148.863495,150.612503,150.612503,87330000
141.737503,144.247498,138.332993,138.845505,138.845505,225532000
155.606506,161.199997,150.608002,157.639496,157.639496,253456000
158.520004,162.690994,157.250000,157.935501,157.935501,102624000
156.750504,161.792496,155.550507,161.413498,161.413498,76040000
162.873505,163.834503,160.250000,161.189499,161.189499,68786000
158.350006,160.716507,157.750000,159.003494,159.003494,68268000
158.134506,159.000000,152.733994,153.293503,153.293503,77100000
151.751007,158.448502,151.649994,155.167007,155.167007,83230000
157.605499,158.007004,154.637497,156.510498,156.510498,56440000
155.790497,158.834000,154.734497,158.100494,158.100494,52704000
158.145996,160.348999,154.500000,154.652496,154.652496,64032000
155.499496,155.499496,150.893005,152.601501,152.601501,63604000
150.478500,152.982498,148.485504,150.197495,150.197495,66128000
151.650497,151.763000,144.651001,144.826996,144.826996,64244000
139.837494,151.748993,139.500000,151.358002,151.358002,100786000
150.550003,153.990005,149.213501,153.788498,153.788498,62396000
152.425003,154.449997,150.850006,153.563004,153.563004,57684000
152.732498,154.098999,149.977005,151.141998,151.141998,44874000
150.848999,152.999496,148.750000,152.052505,152.052505,47334000
153.531494,153.929001,146.856003,147.898499,147.898499,65198000
147.158997,147.850006,143.807007,145.641006,145.641006,60934000
145.443497,146.094498,137.416504,137.453003,137.453003,86934000
136.683502,140.699493,133.572495,136.014496,136.014496,91662000
139.500000,140.250000,136.828003,139.279007,139.279007,82656000
145.684998,148.674500,143.977997,146.817505,146.817505,135062000
149.574493,149.675003,145.369003,145.524506,145.524506,68900000
145.981003,147.449997,140.884003,141.852997,141.852997,74086000
142.850006,147.985001,142.000000,147.366501,147.366501,75584000
148.500000,153.149994,147.353500,153.104004,153.104004,84958000
152.640503,157.498505,152.139999,157.238998,157.238998,72934000
156.813004,161.593994,156.011002,161.250504,161.250504,102962000
